年度,月份,樣品編號,試驗項目,地點,pH,有機質,P2O5,K2O,CaO,MgO,EC,Fe,Mn,Cu,Zn,Pb,Cd,Ni,Cr,Na,Si
"2019","3","10803035","番荔枝		","八里段					","5.20","4.04","852.50","349.80","2048.83","128.44","0.20","342.13","0.21","1.25","9.17","*","*","*","*","*","*"
"2019","3","10803036","番荔枝		","八里段					","4.75","3.88","754.45","439.81","1664.74","186.74","0.44","204.01","11.94","1.12","6.64","*","*","*","*","*","*"
"2019","3","10803037","番荔枝		","八里段					","6.24","3.63","534.05","533.11","2751.16","427.19","0.14","220.34","16.14","2.09","7.38","*","*","*","*","*","*"
"2019","3","10803038","番荔枝		","八里段					","5.35","3.09","679.72","440.43","1284.64","201.65","0.05","284.98","16.95","2.17","4.54","*","*","*","*","*","*"
"2019","3","10803039","番荔枝		","八里段					","5.08","5.08","1002.10","755.56","2853.70","209.61","0.61","295.16","22.69","1.13","17.09","*","*","*","*","*","*"
"2019","3","10803040","鳳梨釋迦		","八里段					","6.11","6.18","958.85","387.63","4348.98","243.84","0.34","292.34","17.92","1.93","21.62","*","*","*","*","*","*"
"2019","3","10803041","鳳梨釋迦		","八里段					","5.25","3.53","669.00","317.28","944.61","173.41","0.05","268.07","7.98","1.36","2.74","*","*","*","*","*","*"
"2019","3","10803042","鳳梨釋迦		","八里段					","6.59","2.13","501.23","225.36","941.90","214.96","0.04","179.14","11.63","0.75","2.71","*","*","*","*","*","*"
"2019","3","10803043","","延平鄉鸞山段 1169、1175						","6.17","5.47","15.32","211.03","1722.37","441.29","0.04","136.28","22.20","1.67","1.89","0.77","未檢出","2.38","未檢出","*","*"
"2019","3","10803044","","成功事業區第八林班							","6.46","4.06","93.14","986.15","2437.31","371.39","0.06","144.70","29.00","1.33","2.60","0.35","未檢出","0.12","未檢出","*","*"
"2019","3","10803057","紅龍果				","617							","6.08","4.92","283.95","158.69","1364.92","139.27","0.06","122.46","50.42","1.70","6.09","2.56","未檢出","0.08","未檢出","*","*"
"2019","3","10803058","紅龍果				","226							","5.64","5.03","284.63","339.73","804.79","134.07","0.06","204.07","39.20","2.18","4.98","2.46","未檢出","0.23","未檢出","*","*"
"2019","3","10803059","紅龍果				","641							","5.70","12.80","318.22","614.08","2924.98","458.67","0.23","408.33","126.29","4.74","38.41","1.60","未檢出","0.36","未檢出","*","*"
"2019","3","10803060","香蕉、鳳梨				","646							","5.76","4.37","309.02","164.49","1389.81","135.01","0.12","93.17","45.07","1.36","7.32","2.14","未檢出","0.11","未檢出","*","*"
"2019","3","10803061","紅龍果				","645							","6.29","4.67","211.16","165.05","1600.91","155.25","0.05","91.78","42.11","1.57","6.39","2.32","未檢出","0.09","未檢出","*","*"
"2019","3","10803062","紅龍果				","438						","6.44","6.91","334.77","895.04","1609.81","312.81","0.08","442.27","32.83","5.02","9.59","2.22","未檢出","0.20","0.01","*","*"
"2019","3","10803063","","","5.91","4.79","11.18","112.58","1412.32","723.54","0.14","145.71","48.61","0.79","1.21","*","*","*","*","*","*"
"2019","3","10803064","","","5.52","3.66","11.01","103.40","1773.46","635.92","0.11","219.69","27.44","1.16","1.24","*","*","*","*","*","*"
"2019","3","10803065","","","7.01","3.95","18.05","75.33","3225.86","704.37","0.13","240.48","36.86","0.98","1.09","*","*","*","*","*","*"
"2019","3","10803066","","","5.90","4.78","8.13","118.79","1715.72","601.38","0.12","141.70","51.73","0.75","0.92","*","*","*","*","*","*"
"2019","3","10803069","釋迦			","台東段						","6.82","2.72","333.75","105.53","1328.94","164.35","0.08","369.60","39.32","3.72","5.45","3.58","未檢出","1.51","0.19","*","*"
"2019","3","10803070","釋迦			","建興							","6.10","2.85","346.50","42.76","702.75","70.73","0.05","323.10","29.87","3.47","3.30","3.06","未檢出","0.72","未檢出","*","*"
"2019","3","10803090","番荔枝（大目）			","下賓朗段 1025（B 區）						","5.61","2.76","425.00","185.79","610.58","87.86","0.05","300.07","90.55","3.60","6.98","6.27","未檢出","0.83","0.02","*","*"
"2019","3","10803091","鳳梨釋迦			","下賓朗段 1026（E 區）						","4.75","2.10","548.58","145.13","278.68","64.67","0.08","451.48","33.65","5.67","3.22","6.39","未檢出","0.42","0.16","*","*"
"2019","3","10803092","檬果			","下賓朗段 1027（D 區）						","5.93","2.40","401.02","105.92","833.76","105.75","0.05","361.25","68.81","4.50","2.83","6.12","未檢出","0.52","0.10","*","*"
"2019","3","10803094","梅				","成功段							","5.64","7.80","19.20","831.18","3539.46","606.93","0.08","206.40","27.43","0.88","1.24","0.87","未檢出","1.46","未檢出","*","*"
"2019","3","10803095","梅				","成功段							","5.67","5.96","37.11","631.74","2632.68","506.47","0.07","168.32","16.63","1.58","1.18","0.80","未檢出","1.30","0.03","*","*"
"2019","3","10803096","梅				","成功段							","6.06","7.92","16.23","558.05","4220.47","678.71","0.07","201.70","42.18","2.09","3.05","0.75","未檢出","2.74","0.07","*","*"
"2019","3","10803097","梅				","成功段							","7.03","13.37","102.77","869.67","6779.23","1562.68","0.22","246.51","74.16","2.11","15.05","0.98","未檢出","14.35","0.41","*","*"
"2019","3","10803099","玫瑰			","新大馬段 485						","6.66","3.90","97.25","350.50","2538.76","816.10","0.05","411.52","39.01","2.58","4.45","1.09","未檢出","2.77","0.49","*","*"
"2019","3","10803100","檳榔		","利家段 3977					","4.53","4.25","49.97","37.84","未檢出","8.47","0.05","464.12","14.96","3.34","0.51","*","*","*","*","*","*"
"2019","3","10803101","檳榔		","利家段 3978		","4.51","4.27","13.78","38.01","未檢出","4.63","0.04","433.69","10.31","2.97","未檢出","*","*","*","*","*","*"
"2019","3","10803102","檳榔		","利家段 3979	","5.00","2.26","12.57","24.01","未檢出","2.61","0.28","448.07","57.87","2.04","0.11","*","*","*","*","*","*"
"2019","3","10803103","檳榔		","利家段 3980","4.61","3.98","23.74","50.93","未檢出","6.48","0.04","430.41","9.89","3.34","0.11","*","*","*","*","*","*"
"2019","3","10803104","檳榔		","利家段 3981","4.73","4.20","36.75","47.10","未檢出","4.76","0.06","373.03","57.12","4.50","1.41","*","*","*","*","*","*"
"2019","3","10803105","桑椹、蓮霧				","鹿野鄉龍安段 714							","6.15","3.27","101.78","92.98","1234.24","158.67","0.05","363.51","69.03","2.42","3.43","4.01","未檢出","0.73","未檢出","*","*"
"2019","3","10803106","桑椹、咖啡			","鹿野鄉隆昌段 92-1						","6.90","2.65","265.90","38.10","1372.00","108.15","0.06","290.61","123.07","3.90","4.52","3.19","未檢出","1.46","0.14","*","*"
"2019","3","10803107","番荔枝（大目）		","利家段 6841-0001					","5.86","5.35","985.70","229.62","2158.14","239.10","0.17","355.44","43.67","3.08","17.96","","","","","*","*"
"2019","3","10803108","番荔枝（大目）		","德安段 782					","6.47","1.85","191.22","68.14","614.22","94.56","0.04","312.85","30.86","2.46","2.30","","","","","*","*"
"2019","3","10803109","番荔枝（大目）		","利卡夢 639					","6.24","3.68","1100.00","224.78","2625.66","248.28","0.08","777.23","39.71","5.00","23.37","","","","","*","*"
"2019","3","10803110","番荔枝（大目）		","永豐段 697					","7.08","3.08","101.49","108.50","1474.08","181.76","0.07","284.57","78.63","3.73","10.14","","","","","*","*"
"2019","3","10803111","番荔枝（大目）		","利家段 6841					","6.37","2.67","673.15","191.97","1205.83","117.75","0.07","411.21","27.93","4.27","4.78","","","","","*","*"
"2019","3","10803112","番荔枝（大目）		","利家段 5358					","5.58","3.27","1302.40","159.32","2279.80","110.83","0.08","564.98","21.57","4.33","24.81","","","","","*","*"
"2019","3","10803113","番荔枝（大目）		","利家段 7012					","5.71","2.88","617.70","71.61","998.70","105.94","0.05","516.17","20.67","3.56","3.68","","","","","*","*"
"2019","3","10803114","番荔枝（大目）		","德安段764-000.766-0001.767-0000.768-0000.779-0000				","6.48","2.34","484.43","45.65","1383.85","100.58","0.05","520.37","41.32","6.34","5.15","","","","","*","*"
"2019","3","10803115","番荔枝（大目）		","永豐段 703.074.075					","6.22","2.26","295.85","75.24","886.19","101.97","0.09","443.72","56.90","4.13","4.23","","","","","*","*"
"2019","3","10803116","番荔枝（大目）		","德安段 782-0000-002					","5.95","2.68","690.15","58.13","1134.98","82.87","0.04","568.00","31.27","8.32","8.39","","","","","*","*"
"2019","3","10803117","番荔枝（大目）		","新園段 661.673					","7.09","2.28","206.56","44.20","2431.18","79.83","0.06","347.09","130.20","2.37","3.79","","","","","*","*"
"2019","3","10803118","番荔枝（大目）		","新園段 748					","5.62","2.28","1010.00","168.68","2039.09","86.83","0.24","413.37","52.34","3.55","16.76","","","","","*","*"
"2019","3","10803119","番荔枝（大目）		","利家段 6831					","6.33","2.71","773.00","113.85","1978.88","165.69","0.08","612.81","43.16","4.55","10.95","","","","","*","*"
"2019","3","10803120","番荔枝（大目）		","德安段 0785					","5.14","2.28","686.83","136.52","629.52","69.84","0.12","378.83","36.18","4.14","3.64","","","","","*","*"
"2019","3","10803121","番荔枝（大目）		","德安段 764					","5.31","3.11","905.55","108.39","1252.00","77.52","0.06","543.17","38.03","4.49","8.46","","","","","*","*"
"2019","3","10803122","番荔枝（大目）		","永豐段 690					","6.45","2.87","422.38","70.80","1284.66","110.42","0.07","406.69","43.40","3.46","4.72","","","","","*","*"
"2019","3","10803123","番荔枝（大目）		","新園段 662.663					","7.07","2.49","843.25","48.77","2266.94","91.42","0.06","398.54","50.55","3.54","13.66","","","","","*","*"
"2019","3","10803124","番荔枝（大目）		","新園段 0286					","5.12","3.33","1479.80","189.11","3431.92","87.10","0.17","542.69","70.31","1.77","23.35","","","","","*","*"
"2019","3","10803125","番荔枝（大目）		","德安段 788.789					","5.44","3.81","1072.80","164.56","2312.61","146.79","0.16","612.32","32.92","5.20","29.94","","","","","*","*"
"2019","3","10803126","番荔枝（大目）		","永豐段 673					","6.77","2.37","354.60","50.63","1163.13","103.96","0.05","356.98","55.63","4.19","4.33","","","","","*","*"
"2019","3","10803127","番荔枝（大目）		","新園段 487					","5.66","2.91","597.85","96.65","1028.18","94.24","0.07","676.91","56.73","3.00","6.50","","","","","*","*"
"2019","3","10803128","檸檬		","都歷南段 0430-0000					","5.87","3.48","42.46","138.71","1466.00","509.50","0.06","443.29","2.74","3.31","1.76","","","","","*","*"
"2019","3","10803129","檸檬		","都歷南段 0424-0000					","6.47","4.30","21.93","389.46","1956.79","463.48","0.08","126.89","18.70","0.98","1.18","","","","","*","*"
"2019","3","10803130","檸檬		","都歷南段 0424-0001					","6.94","3.52","37.23","306.51","1666.30","496.95","0.08","118.92","14.33","0.97","1.07","","","","","*","*"
"2019","3","10803131","檸檬			","都歷南段 0313.0313-1.0313-2						","5.81","3.77","140.64","341.04","1493.43","298.34","0.04","187.15","9.01","3.00","0.88","0.74","未檢出","0.53","0.37","*","*"
"2019","3","10803132","檸檬			","都歷南段 1012						","5.74","2.89","87.91","167.23","1253.82","329.11","0.06","385.78","2.17","3.58","3.66","0.48","未檢出","1.79","1.19","*","*"
"2019","3","10803133","薑黃			","池上鄉萬福段 754 號						","7.53","4.21","77.06","265.75","10767.30","295.25","0.16","508.32","150.03","4.92","3.63","2.24","未檢出","1.19","0.25","*","*"
"2019","2","10802004","水稻","錦富 469、498~500	","7.36","4.40","173.63","214.42","5562.27","542.47","0.20","598.67","67.51","7.42","10.17","3.84","未檢出","2.67","0.38","*","*"
"2019","2","10802005","水稻","水墜100~102、111、114、139、143、144、 28~34、4、94、97~99錦富 478、782、1121~1123、1136、1137、1141、1142、1144、1146"	","7.56","4.63","90.96","140.72","5131.87","460.86","0.21","550.55","37.74","5.85","4.94","1.88","未檢出","1.47","0.17","*","*"
"2019","2","10802006","水稻","錦富 1108~1111、1114、1124、389","6.85","5.86","62.14","131.83","3657.73","606.56","0.15","671.43","13.09","5.09","4.86","2.20","未檢出","2.15","0.34","*","*"
"2019","2","10802007","水稻","錦富  294、379、381、382、1097、1116、 1117、1125~1133、1165~1167	","7.20","5.00","71.46","154.85","3980.90","615.58","0.18","860.65","72.15","5.39","3.90","2.02","未檢出","1.55","0.43","*","*"
"2019","2","10802008","水稻","錦富 1103、1134、1168~1170	","6.72","4.11","99.02","137.38","2771.54","490.59","0.10","601.42","9.93","5.39","3.58","1.80","未檢出","1.53","0.25","*","*"
"2019","2","10802009","水稻","錦富 1078~1080、1082。富興 61、82","7.13","4.78","71.75","181.79","4443.13","704.83","0.16","672.96","121.66","6.37","3.84","2.63","未檢出","1.65","0.96","*","*"
"2019","2","10802010","水稻","錦富 460、455、459、458	","6.30","5.32","53.33","147.92","3671.18","538.66","0.17","764.43","32.30","6.20","4.95","2.16","未檢出","2.44","0.54","*","*"
"2019","2","10802011","水稻","錦富464、449、468錦園 634、588、590~592、469、675	","6.50","6.67","16.73","97.32","3778.93","712.56","0.16","809.69","53.82","6.20","3.44","2.29","未檢出","1.97","1.03","*","*"
"2019","2","10802012","水稻","錦富 437~439、443、408、408-1447、445、 444	","7.54","4.79","171.44","186.08","5184.65","504.84","0.25","537.02","54.85","6.06","9.51","3.36","未檢出","2.16","0.33","*","*"
"2019","2","10802013","水稻","錦富 452、456錦園 635、653、654","6.22","5.65","53.56","140.96","3755.08","571.50","0.15","641.94","50.23","7.53","6.42","2.28","未檢出","2.12","0.67","*","*"
"2019","2","10802014","水稻","錦富 470、472、473	","7.20","4.64","90.84","197.27","4016.07","587.58","0.19","653.33","75.27","5.11","4.15","1.90","未檢出","1.52","0.41","*","*"
"2019","2","10802015","水稻","錦富 303	","6.79","5.41","40.53","158.73","3731.27","615.99","0.11","1240.92","35.86","5.08","3.89","2.81","未檢出","2.14","0.37","*","*"
"2019","2","10802016","水稻","錦富 295、30、305~308、310、384~386	","7.13","3.09","104.65","150.62","3926.09","573.16","0.17","1228.28","90.74","6.69","7.09","4.40","未檢出","2.59","0.44","*","*"
"2019","2","10802017","水稻","錦富 298~301、383、391、393、395、396、 404、1232	","7.27","6.54","69.06","181.26","3907.27","593.70","0.13","877.67","30.55","6.24","6.81","3.02","未檢出","2.52","0.45","*","*"
"2019","2","10802018","水稻","錦園 656、658、667、668、670、671、745	","7.70","4.06","26.90","140.16","6859.14","841.08","0.25","788.09","116.09","7.95","5.40","2.51","未檢出","2.42","0.53","*","*"
"2019","2","10802019","水稻","錦富 492、479	","7.50","4.93","172.78","201.91","5633.57","558.04","0.24","602.35","64.95","6.68","10.51","3.76","未檢出","2.61","0.40","*","*"
"2019","2","10802020","水稻","錦富 847、興富 102、134、水墜 631、622","7.46","4.66","42.86","125.22","6673.17","355.88","0.75","980.35","112.02","7.58","5.43","3.75","未檢出","2.19","0.21","*","*"
"2019","2","10802021","水稻","水墜 91~93、149、202、203、206、207、 45	","7.53","5.13","194.74","197.08","6084.65","553.87","0.23","525.71","81.09","6.28","40.80","4.69","未檢出","2.57","0.38","*","*"
"2019","2","10802022","水稻","水墜 147、148	","7.24","4.98","87.21","231.07","5616.01","383.30","0.19","1150.82","130.23","7.49","6.09","3.73","未檢出","2.51","0.26","*","*"
"2019","2","10802023","水稻","富山 179、181~186、232、234、235、304	","6.75","6.88","69.16","181.38","3738.28","588.26","0.16","656.11","12.47","4.65","4.95","2.10","未檢出","1.98","0.28","*","*"
"2019","2","10802024","水稻","牧野 289~291	","7.10","5.27","90.36","174.80","3926.08","583.86","0.18","592.03","63.21","4.67","3.57","1.75","未檢出","1.40","0.30","*","*"
"2019","2","10802025","水稻","錦富 465、富興 56、70	","6.98","3.47","139.54","227.44","3460.89","751.51","0.16","480.39","63.88","7.41","4.45","1.45","未檢出","1.37","0.45","*","*"
"2019","2","10802026","水稻","錦富 41、1184	","7.51","4.87","170.37","209.13","5904.97","552.42","0.24","563.84","64.99","7.01","10.49","3.97","未檢出","2.54","0.35","*","*"
"2019","2","10802027","水稻","興富 512、567、水墜 154、181~183	","7.08","4.99","133.87","246.27","5647.98","350.48","0.49","822.38","78.46","7.55","8.43","3.49","未檢出","1.76","0.51","*","*"
"2019","2","10802028","水稻","興富 79、80	","5.28","4.69","42.43","126.90","2014.29","317.35","0.35","842.88","4.07","8.67","6.89","6.55","未檢出","4.47","0.47","*","*"
"2019","2","10802029","水稻","水墜 40、87、89、90	","6.15","4.15","125.67","271.02","4373.29","497.35","0.54","1263.78","68.87","8.52","5.91","2.78","未檢出","2.07","0.62","*","*"
"2019","2","10802030","水稻","富山 308	","7.58","5.64","196.94","207.64","6456.48","567.32","0.22","530.28","77.76","6.37","28.84","4.86","未檢出","2.64","0.37","*","*"
"2019","2","10802031","水稻","水墜 186、185、153、興富 28~30	","5.53","4.69","68.00","136.24","2569.39","342.66","0.29","590.60","0.30","8.29","4.31","4.19","未檢出","1.67","0.42","*","*"
